idx,나이,클릭 장소 목록,클릭 포스트 목록,클릭 영상 목록,상품목록1(결제화면),상품목록2(결제),상품목록3(장바구니),좋아요(상품),좋아요(스팟),북마크(상품),북마크(스팟),결제상품 목록,관심 아이템,관심 아웃도어
558,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
559,40,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
560,45,,,,,,,,,,,,,
561,33,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
562,38,,,,,,,,,,,,,
563,61,,,,,,,,,,,,,
564,33,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
565,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
566,41,,,,,,,,,,,,,
569,33,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
570,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
571,54,,,,,,,,,,,,,
572,36,,,,,,,,,,,,,
573,34,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
574,36,,,,,,,,,,,,,
575,,,,,,,,,,,,,,
576,43,,,,,,,,,,,,,
577,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
578,47,,,,,,,,,,,,,
579,24,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
580,63,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
581,337,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
582,34,,,,,,,,,,,,,
583,,,,,,,,,,,,,,
584,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
585,35,,,,,,,,,,,,"[1,0,0]","[1,0,0,0,0,0,0,0,0,0]"
586,54,,,,,,,,,,,,,
587,,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
588,42,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
589,33,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
590,23,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
591,24,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
592,43,,,,,,,,,,,,,
593,55,,,,,,,,,,,,,
594,-42,,,,,,,,,,,,,
595,37,,,,,,,,,,,,,
596,35,,,,,,,,,,,,,"[0,0,0,1,0,0,0,0,0,0]"
597,33,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
598,41,,,,,,,,,,,,,
599,46,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
600,48,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
601,46,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
602,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
603,35,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
604,-44,,,,,,,,,,,,,
605,36,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
606,47,,,,,,,,,,,,,
607,33,,,,,,,,,,,,,
608,45,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
609,34,,,,,,,,,,,,"[1,0,0]",
610,,,,,,,,,,,,,,
611,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
612,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
613,37,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
614,37,,,,,,,,,,,,"[0,0,1]","[1,0,0,0,0,0,0,0,0,0]"
615,40,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
616,41,,,,,,,,,,,,,
617,46,,,,,,,,,,,,,"[0,0,0,1,0,0,0,0,0,0]"
618,24,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
619,34,,,,,,,,,,,,,
621,,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
623,,,,,,,,,,,,,,
624,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
625,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
626,40,,,,,,,,,,,,,
627,36,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
628,36,,,,,,,,,,,,,
629,38,,,,,,,,,,,,,
630,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
631,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
632,40,,,,,,,,,,,,,
633,40,,,,,,,,,,,,,
634,61,,,,,,,,,,,,,
636,,,,,,,,,,,,,,
637,75,,,,,,,,,,,,,
638,,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
639,28,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
640,59,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
641,29,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
642,-36,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
643,-37,,,,,,,,,,,,,
644,-39,,,,,,,,,,,,,
645,68,,,,,,,,,,,,,
646,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
647,51,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
649,27,,,,,,,,,,,,,
650,45,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
651,41,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
652,64,,,,,,,,,,,,,
653,42,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
654,,,,,,,,,,,,,,
655,68,,,,,,,,,,,,,
656,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
657,45,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
658,68,,,,,,,,,,,,,
659,47,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
660,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
661,46,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
662,39,,,,,,,,,,,,,
664,41,,,,,,,,,,,,,
665,61,,,,,,,,,,,,,
666,47,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
667,29,,,,,,,,,,,,,
668,47,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
669,40,,,,,,,,,,,,,"[0,0,0,1,0,0,0,0,0,0]"
670,48,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
671,28,,,,,,,,,,,,,
672,38,,,,,,,,,,,,,
673,41,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
674,46,,,,,,,,,,,,,
675,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
676,36,,,,,,,,,,,,,
678,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
679,43,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
680,47,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
681,39,,,,,,,,,,,,,
682,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
683,32,,,,,,,,,,,,,
684,45,,,,,,,,,,,,,
685,39,,,,,,,,,,,,,
686,36,,,,,,,,,,,,,
687,33,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
688,72,,,,,,,,,,,,,
690,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
691,,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
692,34,,,,,,,,,,,,,
693,43,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
694,39,,,,,,,,,,,,,
695,,,,,,,,,,,,,,
717,48,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
718,47,,,,,,,,,,,,,
719,40,,,,,,,,,,,,,
720,38,,,,,,,,,,,,,
721,45,,,,,,,,,,,,,
722,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
723,38,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
725,,,,,,,,,,,,,,"[0,0,0,1,0,0,0,0,0,0]"
726,46,,,,,,,,,,,,,
727,45,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
728,31,,,,,,,,,,,,,
729,64,,,,,,,,,,,,,
730,,,,,,,,,,,,,,
731,31,,,,,,,,,,,,,"[0,0,0,1,0,0,0,0,0,0]"
732,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
733,44,,,,,,,,,,,,,
734,,,,,,,,,,,,,,
735,37,,,,,,,,,,,,,
736,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
737,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
738,37,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
739,,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
740,48,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
741,39,,,,,,,,,,,,,
742,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
743,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
744,37,,,,,,,,,,,,,
745,30,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
746,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
747,54,,,,,,,,,,,,,
748,42,,,,,,,,,,,,,
749,39,,,,,,,,,,,,,
750,40,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
751,37,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
752,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
753,42,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
754,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
755,35,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
756,41,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
757,33,,,,,,,,,,,,,
758,-42,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
759,,,,,,,,,,,,,,
760,43,,,,,,,,,,,,,
761,,,,,,,,,,,,,,
762,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
763,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
764,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
765,,,,,,,,,,,,,,
766,34,,,,,,,,,,,,,
767,56,,,,,,,,,,,,,
768,,,,,,,,,,,,,,
769,38,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
770,31,,,,,,,,,,,,,
774,,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
775,,,,,,,,,,,,,,
776,39,,,,,,,,,,,,,
777,40,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
778,33,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
779,33,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
780,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
781,,,,,,,,,,,,,,
782,45,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
784,34,,,,,,,,,,,,,
785,30,,,,,,,,,,,,,
786,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
787,52,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
788,32,,,,,,,,,,,,,
789,46,,,,,,,,,,,,,
790,31,,,,,,,,,,,,,
791,30,,,,,,,,,,,,,
792,31,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
793,41,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
794,55,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
795,45,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
796,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
797,30,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
798,30,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
799,,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
800,30,,,,,,,,,,,,,
801,,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
802,23,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
803,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
804,,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
805,33,,,,,,,,,,,,,
806,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
807,46,,,,,,,,,,,,,
808,31,,,,,,,,,,,,,
809,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
810,34,,,,,,,,,,,,,
811,41,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
812,33,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
813,38,,,,,,,,,,,,,
814,40,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
815,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
816,69,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
820,27,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
821,37,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
822,49,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
823,52,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
824,44,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
825,33,,,,,,,,,,,,,
826,37,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
827,,,,,,,,,,,,,,
828,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
829,31,,,,,,,,,,,,,
832,43,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
833,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
834,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
835,35,,,,,,,,,,,,,
836,63,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
837,40,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
838,32,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
839,43,,,,,,,,,,,,,"[0,0,1,0,0,0,0,0,0,0]"
840,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
841,27,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
842,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
843,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
844,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
845,58,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
846,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
847,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
848,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
849,34,,,,,,,,,,,,,
851,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
852,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
853,28,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
854,37,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
855,39,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
856,29,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
857,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
858,39,,,,,,,,,,,,,
859,35,,,,,,,,,,,,,
860,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
861,46,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
862,43,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
863,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
864,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
865,,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
866,36,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
867,37,,,,,,,,,,,,,
868,41,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
869,31,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
870,57,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
871,55,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
872,39,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
873,28,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
874,36,,,,,,,,,,,,,
875,28,,,,,,,,,,,,,"[0,0,0,0,0,1,0,0,0,0]"
876,39,,,,,,,,,,,,,
877,48,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
878,44,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
879,43,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
880,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
881,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
882,53,,,,,,,,,,,,,
883,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
884,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
885,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
886,34,,,,,,,,,,,,,
887,66,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
888,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
889,36,,,,,,,,,,,,,
890,34,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
891,29,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
892,31,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
893,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
894,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
895,39,,,,,,,,,,,,,
896,26,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
897,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
898,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
899,29,,,,,,,,,,,,"[0,0,1]","[1,0,0,0,0,0,0,0,0,0]"
900,43,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
901,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
902,,,,,,,,,,,,,,
903,64,,,,,,,,,,,,,
904,40,,,,,,,,,,,,,
905,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
906,28,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
907,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
908,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
909,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
910,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
911,28,,,,,,,,,,,,,
912,31,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
913,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
914,37,,,,,,,,,,,,,
915,34,,,,,,,,,,,,,
916,33,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
917,49,,,,,,,,,,,,,
918,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
919,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
920,32,,,,,,,,,,,,,
921,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
922,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
923,31,,,,,,,,,,,,,
924,28,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
925,35,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
926,33,,,,,,,,,,,,,"[0,0,1,0,0,0,0,0,0,0]"
927,46,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
928,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
929,33,,,,,,,,,,,,,
930,27,,,,,,,,,,,,"[0,0,1]","[1,0,0,0,0,0,0,0,0,0]"
931,46,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
932,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
934,34,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
935,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
937,29,,,,,,,,,,,,,
938,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
939,,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
940,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
941,25,,,,,,,,,,,,,
942,37,,,,,,,,,,,,,
943,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
944,28,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
945,48,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
946,38,,,,,,,,,,,,,
948,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
949,37,,,,,,,,,,,,,
950,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
951,62,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
952,35,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
953,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
954,42,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
955,36,,,,,,,,,,,,,
956,43,,,,,,,,,,,,,
957,31,,,,,,,,,,,,"[0,0,1]",
958,28,,,,,,,,,,,,,"[0,0,0,0,0,0,1,0,0,0]"
959,38,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
960,35,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
961,46,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
962,47,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
963,45,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
964,44,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
965,26,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
966,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
967,36,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
968,32,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
969,40,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
970,42,,,,,,,,,,,,,
971,45,,,,,,,,,,,,,
972,39,,,,,,,,,,,,,
973,47,,,,,,,,,,,,,
974,33,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
975,35,,,,,,,,,,,,,
976,29,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
977,,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
978,27,,,,,,,,,,,,,
979,30,,,,,,,,,,,,,
980,32,,,,,,,,,,,,,
981,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
982,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
983,34,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
984,40,,,,,,,,,,,,,
985,,,,,,,,,,,,,,
986,46,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
987,35,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
988,,,,,,,,,,,,,,
989,40,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
990,46,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
991,34,,,,,,,,,,,,,
992,45,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
993,39,,,,,,,,,,,,,
994,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
995,42,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
996,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
997,35,,,,,,,,,,,,,
998,33,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
999,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
1000,34,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
1001,41,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
1002,44,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
1003,36,,,,,,,,,,,,,
1004,31,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
1005,38,,,,,,,,,,,,"[1,0,0]","[1,0,0,0,0,0,0,0,0,0]"
1006,,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
1007,37,,,,,,,,,,,,,
1008,31,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
1010,28,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
1011,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
1012,42,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
1013,25,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
1014,47,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
1015,25,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
1016,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
1017,37,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
1018,31,,,,,,,,,,,,,
1019,35,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
1020,,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,1,0]"
1021,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
1022,31,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
1023,49,,,,,,,,,,,,,"[0,0,0,0,1,0,0,0,0,0]"
1024,46,,,,,,,,,,,,,
1025,36,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
1026,45,,,,,,,,,,,,,
1027,27,,,,,,,,,,,,,"[0,1,0,0,0,0,0,0,0,0]"
1028,33,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
1029,35,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
1030,,,,,,,,,,,,,,
1031,40,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
1032,42,,,,,,,,,,,,,"[0,0,0,0,0,0,0,0,0,1]"
1033,45,,,,,,,,,,,,,
1034,30,,,,,,,,,,,,,"[1,0,0,0,0,0,0,0,0,0]"
